Institución Educativa Distrital -IED;Deporte;Sexo;Edad (años cumplidos);Peso (kg);Talla (cm);Talla Sentado (cm);Envergadura (cm);Balón Medicinal;Salto Largo;10 x 5 (s);30 m lanzados (s);Wells;Leger;Velocidad Máxima (Course Navette - km h^-1)
COL MANUELA BELTRAN (IED);BALONCESTO;Hombre;12;42.7;149;66;159;297;131;21;6.1;12;9;12.5
COL MANUELA BELTRAN (IED);BALONCESTO;Hombre;12;49.3;153;72;160;318;138;24;6.1;17;7;11.5
COL ORLANDO FALS BORDA (IED);BALONCESTO;Hombre;12;39.3;144;67;149;390;159;16.95;6.07;15;3;9.5
COL ORLANDO FALS BORDA (IED);BALONCESTO;Hombre;12;39.9;157;76;157;380;137;17;6.11;5;5;10.5
COL ORLANDO FALS BORDA (IED);BALONCESTO;Mujer;12;33;142;69.2;143;330;165;17.95;6.13;15;3;9.5
COL ORLANDO FALS BORDA (IED);BALONCESTO;Mujer;12;41.1;146;77.7;151;370;120;20;6.5;21;3;9.5
COL ORLANDO FALS BORDA (IED);BALONCESTO;Hombre;12;35.9;147;68.5;150;270;170;18.77;5.1;4;4;10
COL ORLANDO FALS BORDA (IED);BALONCESTO;Mujer;12;29;134;68;135;397;147;18.76;5.26;11;4;10
COL ORLANDO FALS BORDA (IED);BALONCESTO;Mujer;12;44.2;147;72;152;290;112;18;6.52;4;3;9.5
COL ORLANDO FALS BORDA (IED);BALONCESTO;Hombre;12;49.4;154;80;163;346;136;19.24;5.48;10;5;10.5
COL ORLANDO FALS BORDA (IED);BALONCESTO;Mujer;12;47.4;146;79;143;346;95;19.6;6.32;13;5;10.5
COL ORLANDO FALS BORDA (IED);BALONCESTO;Mujer;12;39.7;148;73.5;153;310;130;20.94;5.78;4;10;13
COL ORLANDO FALS BORDA (IED);BALONCESTO;Hombre;12;34.5;143;72.6;147;300;174;17.8;5.04;4;7;11.5
COL ORLANDO FALS BORDA (IED);BALONCESTO;Mujer;12;51.2;152.5;76.5;154;380;126;19.22;5.86;18;3;9.5
COL ORLANDO FALS BORDA (IED);BALONCESTO;Mujer;12;44.3;144;94;143;403;128;20.62;5.47;12;4;10
COL ORLANDO FALS BORDA (IED);BALONCESTO;Hombre;12;35.9;145;95;144;360;136;19.39;5.11;8;6;11
COL ORLANDO FALS BORDA (IED);BALONCESTO;Mujer;12;29.4;135;68;135;395;149;18.75;5.23;32;4;10
COL PROSPERO PINZON (IED);BALONCESTO;Hombre;12;29.3;132;104;167;280;103;20.65;5.27;9;3;9.5
COL RAFAEL URIBE URIBE (IED);BALONCESTO;Hombre;12;49;151;121.9;149;420;117;19.2;4.58;15;5;10.5
COL RAFAEL URIBE URIBE (IED);BALONCESTO;Mujer;12;33.9;140;124.5;142;300;131;19.58;5.62;21;2;9
COL RAFAEL URIBE URIBE (IED);BALONCESTO;Hombre;12;37;140.2;122.5;148;345;150;17.1;5.1;23;8;12
COL REPUBLICA EEUU DE AMERICA (IED);BALONCESTO;Hombre;12;50.9;151;80;155;480;138;22.58;5.2;20;1;8.5
COL SIMON BOLIVAR (IED);BALONCESTO;Hombre;12;32.5;137;71.3;134;307;128;18.39;5.57;11;3;9.5
COL SIMON BOLIVAR (IED);BALONCESTO;Hombre;12;36.3;143;74.5;143;432;174;17.9;4.58;21;6;11
COL SIMON BOLIVAR (IED);BALONCESTO;Mujer;12;50.5;159;84.7;163;440;145;16.45;5.18;24;3;9.5
COL SIMON BOLIVAR (IED);BALONCESTO;Hombre;12;46.6;151;78.2;157;398;139;18.19;5.76;24;3;9.5
COL SIMON BOLIVAR (IED);BALONCESTO;Mujer;12;38.6;160;79.7;163;385;120;19.81;5.71;27;4;10
COL SIMON BOLIVAR (IED);BALONCESTO;Mujer;12;60.4;159;81.3;153;251;97;25.17;6.5;23;2;9
COL SIMON RODRIGUEZ (IED);BALONCESTO;Mujer;12;35.5;139;67;130;258;120;20.74;5.3;6;4;10
COL SIMON RODRIGUEZ (IED);BALONCESTO;Mujer;12;30.1;139;75;139;330;125;20.53;6.08;31;1;8.5
COL SIMON RODRIGUEZ (IED);BALONCESTO;Mujer;12;38.9;154;82;156;400;139;21.2;6.04;28;2;9
COL SIMON RODRIGUEZ (IED);BALONCESTO;Mujer;12;40.9;153;80;159;400;155;20.02;6.06;19;3;9.5
COL SIMON RODRIGUEZ (IED);BALONCESTO;Hombre;12;54.2;153;80;159;315;117;29.98;7.06;20;1;8.5
COL SIMON RODRIGUEZ (IED);BALONCESTO;Hombre;12;43.9;148;79;150;320;179;22.35;7.62;24;7;11.5
COL SIMON RODRIGUEZ (IED);BALONCESTO;Hombre;12;39.9;147;75;147;315;130;20.39;4.3;23;6;11
COL SIMON RODRIGUEZ (IED);BALONCESTO;Hombre;12;39.2;145;67;147;527;150;21.35;5.25;15;5;10.5
COL SIMON RODRIGUEZ (IED);BALONCESTO;Mujer;12;42.9;151;78;149;317;129;20.89;4.89;19;4;10
COL SIMON RODRIGUEZ (IED);BALONCESTO;Mujer;12;43.6;153;75;151;300;130;20.95;6.89;16;5;10.5
COL SIMON RODRIGUEZ (IED);BALONCESTO;Mujer;12;50;150;76;150;280;111;20;8.14;28;2;9
COL SIMON RODRIGUEZ (IED);BALONCESTO;Hombre;12;38.6;147;79;139;310;166;21.15;7.19;23;4;10
COL SIMON RODRIGUEZ (IED);BALONCESTO;Mujer;12;43.5;165;82;163;410;169;19.82;5.82;23;4;10
COL SIMON RODRIGUEZ (IED);BALONCESTO;Hombre;12;37.9;150;76;150;328;171;22;6.5;23;3;9.5
COL SIMON RODRIGUEZ (IED);BALONCESTO;Hombre;12;39.7;145;72;146;318;144;20.39;5.82;21;6;11
COL SIMON RODRIGUEZ (IED);BALONCESTO;Mujer;12;41.9;151;69;145;279;139;20.55;6.85;27;4;10
COL TOMAS CARRASQUILLA (IED);BALONCESTO;Mujer;12;44.9;151;75.9;154;450;174.8;20.66;4.69;35.5;4;10
COL TOMAS CARRASQUILLA (IED);BALONCESTO;Hombre;12;36.2;144.1;72.7;150;266;130;21.18;6.15;21.3;NA;NA
COL TOMAS CARRASQUILLA (IED);BALONCESTO;Hombre;12;63.4;144.5;80;153;445;150;37.22;6.35;24.5;1;8.5
COL TOMAS CARRASQUILLA (IED);BALONCESTO;Hombre;12;37.8;149.5;70.5;152.5;415;159;21.67;5.24;20;5;10.5
COL TOMAS CARRASQUILLA (IED);BALONCESTO;Mujer;12;59;159;81.6;156;295;126.9;26.68;5.63;27.3;2;9
COL TOMAS CARRASQUILLA (IED);BALONCESTO;Mujer;12;42.6;150.4;72.5;149.8;297;146;26.09;5.94;20;NA;NA
COL TOMAS CARRASQUILLA (IED);BALONCESTO;Hombre;12;50.8;146;72;147;282;107;26.99;7.92;14;2;9
COL TOMAS CARRASQUILLA (IED);BALONCESTO;Mujer;12;42.3;148;76.1;147;315;140;21.7;6.16;27.2;3;9.5
COL TOMAS CARRASQUILLA (IED);BALONCESTO;Mujer;12;51.2;158;79.5;160;332;161;20.71;4.7;18.1;3;9.5
COL TOMAS CARRASQUILLA (IED);BALONCESTO;Mujer;12;31.2;146;72.3;144;252;141;22.41;5.69;24.5;3;9.5
COL TOMAS CARRASQUILLA (IED);BALONCESTO;Hombre;12;38;144;74.5;148;390;132;23.96;6.11;29.2;2;9
COL TOMAS CARRASQUILLA (IED);BALONCESTO;Mujer;12;35.5;137;77;147;270;149;28.87;5.62;30;2;9
COL TOMAS CARRASQUILLA (IED);BALONCESTO;Mujer;12;48.5;152;78.4;154;298;116;20.87;5.6;25;2;9
COL TOMAS CARRASQUILLA (IED);BALONCESTO;Mujer;12;58;162;82.1;159;330;120;24.1;5.18;23.5;2;9
COL TOMAS CARRASQUILLA (IED);BALONCESTO;Mujer;12;54.8;158;86;153;378;135;24.48;5.62;24.2;2;9
COL TOMAS CARRASQUILLA (IED);BALONCESTO;Mujer;12;32.8;133;89;133;312;132;22.87;5.13;29;2;9
COL TOMAS CARRASQUILLA (IED);BALONCESTO;Mujer;12;40;150;75;154;218;128;21.55;6.59;25;3;9.5
COL TOMAS CARRASQUILLA (IED);BALONCESTO;Mujer;12;40;155;80;155;264;155;22.9;6.16;21;4;10
COL TOMAS CARRASQUILLA (IED);BALONCESTO;Mujer;12;42;149;76;150;380;149;21.13;5.6;22;2;9
COL TOMAS CARRASQUILLA (IED);BALONCESTO;Mujer;12;43;149;78;151;450;190;19.81;4.4;30;4;10
COL TOMAS CARRASQUILLA (IED);BALONCESTO;Mujer;12;44;149;78;148;259;146;21.6;5.34;21;4;10
COL TOMAS CARRASQUILLA (IED);BALONCESTO;Hombre;12;57.3;147;72.2;148;270;143;22.83;6.91;18;4;10
COL TOMAS CARRASQUILLA (IED);BALONCESTO;Hombre;12;34.1;139;69;141;284;142;20.65;4.91;19;4;10
COL TOMAS CARRASQUILLA (IED);BALONCESTO;Mujer;12;53.1;153;80;153;400;117;22.4;6.99;19;2;9
COL TOMAS CARRASQUILLA (IED);BALONCESTO;Mujer;12;46.2;154;75.6;146.5;270;132;22.96;5.38;13;4;10
COL TOMAS CARRASQUILLA (IED);BALONCESTO;Mujer;12;38.9;144;70;143;341;150;23.67;5.75;18;3;9.5
COL TOMAS CARRASQUILLA (IED);BALONCESTO;Mujer;12;54.9;153.5;79;156.5;318;148;21.97;5.54;22;4;10
COL TOMAS CARRASQUILLA (IED);BALONCESTO;Hombre;12;45.7;154;73;158;430;174;21.15;4.88;18;4;10
COL TOMAS CARRASQUILLA (IED);BALONCESTO;Mujer;12;42;151;74.8;150;293;123;23.97;5.93;20;2;9
COL TOMAS CARRASQUILLA (IED);BALONCESTO;Mujer;12;53.5;156;81;156.5;292;141;23.44;5.83;33;2;9
COL TOMAS CARRASQUILLA (IED);BALONCESTO;Mujer;12;41;154;71;157.5;352;125;19.81;4.6;24;4;10
COL TOMAS CARRASQUILLA (IED);BALONCESTO;Mujer;12;45;148.5;77;151;334;128;25.92;5.73;27;2;9
COMUNIDAD1;BALONCESTO;Hombre;12;37;144.5;72.5;151;260;140;18.4;5.46;15;3;9.5
COMUNIDAD1;BALONCESTO;Mujer;12;39.1;146.5;73;146;300;118;24;8.4;9;1;8.5
COMUNIDAD1;BALONCESTO;Hombre;12;57.1;139.5;74;149;280;108;23.77;7.09;18;1;8.5
COMUNIDAD1;BALONCESTO;Hombre;12;37;144.5;72.5;151;260;140;18.4;5.46;15;3;9.5
COMUNIDAD1;BALONCESTO;Mujer;12;36;155;81;159;275;120;23;5.96;12;4;10
COL PROSPERO PINZON (IED);BALONMANO;Mujer;12;48.6;148.5;87.8;159.7;511;167.6;18.78;5.71;24;4;10
COL PROSPERO PINZON (IED);BALONMANO;Hombre;12;39.4;144.6;83.2;147.4;368;141;19.48;5.12;23.5;7;11.5
COL PROSPERO PINZON (IED);BALONMANO;Mujer;12;39.5;141.2;71.1;147.6;406.2;125.3;20.59;5.83;24.4;6;11
COL PROSPERO PINZON (IED);BALONMANO;Hombre;12;42;141;79.6;143;277.4;122.9;20.17;5.11;24.6;4;10
COL PROSPERO PINZON (IED);BALONMANO;Mujer;12;61.4;151.7;84.6;159.5;451;130.9;22.49;9.52;25.7;1;8.5
COL PROSPERO PINZON (IED);BALONMANO;Hombre;12;43;146.7;83.5;155.1;237.2;150.1;19.17;5.74;22.7;3;9.5
COL PROSPERO PINZON (IED);BALONMANO;Hombre;12;48.1;157.8;90.5;158.7;275.6;152.8;19.48;6.58;18.09;3;9.5
COL PROSPERO PINZON (IED);BALONMANO;Hombre;12;32.4;146.4;77.9;141.5;286;143.2;29.17;6.48;11.2;2;9
COL PROSPERO PINZON (IED);BALONMANO;Hombre;12;38.9;163.3;84.4;161;213.4;145;20.33;5.1;19.3;4;10
COL PROSPERO PINZON (IED);BALONMANO;Mujer;12;43.4;157.5;88.6;152.5;289.5;115.1;25.09;6.01;29;2;9
COL PROSPERO PINZON (IED);BALONMANO;Mujer;12;37;159;77.1;150;423;157;20.4;5.99;32.5;5;10.5
COL PROSPERO PINZON (IED);BALONMANO;Mujer;12;49.4;164.4;80.4;164.2;323;149;19.89;4.73;23.5;3;9.5
COL PROSPERO PINZON (IED);BALONMANO;Hombre;12;55;147;75;145;390;108;21.81;7.68;20;4;10
COL PROSPERO PINZON (IED);BALONMANO;Hombre;12;62;163;79;160;410;127;20.15;7.18;22;5;10.5
COL PROSPERO PINZON (IED);BALONMANO;Mujer;12;57;158;72;156;230;115;24.1;9.31;21;3;9.5
COL PROSPERO PINZON (IED);BALONMANO;Mujer;12;41;151;69;150;290;107;25.57;8.37;24;4;10
COL PROSPERO PINZON (IED);BALONMANO;Mujer;12;44;142;73;141;335;118;23.18;7.56;22;5;10.5
COL PROSPERO PINZON (IED);BALONMANO;Mujer;12;59;157;76;153;225;110;26.7;7.1;10;4;10
COL PROSPERO PINZON (IED);BALONMANO;Mujer;12;41;144;71;141;420;148;21.13;8.1;19;5;10.5
COL PROSPERO PINZON (IED);BALONMANO;Hombre;12;50;156;74;154;420;166;22;6.56;12;5;10.5
COL PROSPERO PINZON (IED);BALONMANO;Hombre;12;56;145;63;144;340;155;21.5;6.62;15;4;10
COL PROSPERO PINZON (IED);BALONMANO;Hombre;12;35;137;65;136;300;154;24.81;9.15;19;6;11
COL PROSPERO PINZON (IED);BALONMANO;Hombre;12;41;154;76;152;360;139;20.8;8.16;24;4;10
COL PROSPERO PINZON (IED);BALONMANO;Hombre;12;34;145;71;143;280;114;20.5;9.05;9;4;10
COL PROSPERO PINZON (IED);BALONMANO;Mujer;12;40;145;69;143;360;170;18.5;8.12;13;4;10
COL PROSPERO PINZON (IED);BALONMANO;Mujer;12;35;153;68;152;460;128;19.32;5.7;24;4;10
COL PROSPERO PINZON (IED);BALONMANO;Hombre;12;39;149;67;148;520;148;17.05;5;19;5;10.5
COL PROSPERO PINZON (IED);BALONMANO;Hombre;12;34;160;68;158;520;142;20.49;5.03;18;4;10
COL PROSPERO PINZON (IED);BALONMANO;Hombre;12;54;153;68;155;520;140;19.74;5.43;19;4;10
COL PROSPERO PINZON (IED);BALONMANO;Mujer;12;42;144;77;142;460;146;18.56;5.21;21;6;11
COL PROSPERO PINZON (IED);BALONMANO;Hombre;12;54;158;69;157;415;146;17.12;4.48;19;5;10.5
COL PROSPERO PINZON (IED);BALONMANO;Hombre;12;42;163;79;161;300;150;19.88;5.17;18;6;11
COL PROSPERO PINZON (IED);BALONMANO;Mujer;12;53;159;62;158;440;120;20.31;5.49;21;4;10
COL PROSPERO PINZON (IED);BALONMANO;Mujer;12;46;137;71;137;310;113;21.42;5.49;24;6;11
COL PROSPERO PINZON (IED);BALONMANO;Hombre;12;54;157;69;158;330;127;19.06;4.53;15;7;11.5
COL PROSPERO PINZON (IED);BALONMANO;Hombre;12;50;152;72;151;310;140;18.22;5.38;13;5;10.5
COL PROSPERO PINZON (IED);BALONMANO;Hombre;12;36;139;67;140;380;123;20.41;5.01;14;5;10.5
COL REPUBLICA EEUU DE AMERICA (IED);BALONMANO;Mujer;12;30;148;76;148;280;116;20.47;6.75;23;3;9.5
COL REPUBLICA EEUU DE AMERICA (IED);BALONMANO;Mujer;12;39;134;79;139;350;146;22.01;5.5;35;5;10.5
COL REPUBLICA EEUU DE AMERICA (IED);BALONMANO;Hombre;12;44;158;83;163;470;160;19.37;4.29;20;6;11
COL REPUBLICA EEUU DE AMERICA (IED);BALONMANO;Hombre;12;45;150;80;154;330;129;24.5;5.1;29;2;9
COL REPUBLICA EEUU DE AMERICA (IED);BALONMANO;Hombre;12;36;147;76;152;450;150;20.2;5.9;20;3;9.5
COL SIMON BOLIVAR (IED);BALONMANO;Mujer;12;53.9;145.2;73;145;172;121;20.25;5.75;21;1;8.5
COL SIMON BOLIVAR (IED);BALONMANO;Mujer;12;45.7;142.2;68;140;162;122;20.45;5.9;21;1;8.5
COL SIMON BOLIVAR (IED);BALONMANO;Mujer;12;44.5;148;77;146;158;155;21.15;5.71;23;1;8.5
COL SIMON BOLIVAR (IED);BALONMANO;Hombre;12;32.5;149;75;140;165;137;18.49;5.79;17;2;9
COL SIMON BOLIVAR (IED);BALONMANO;Hombre;12;34.2;139;67;135;181;118;17.95;5.12;19;4;10
COL SIMON BOLIVAR (IED);BALONMANO;Hombre;12;40.9;143;69;140;181;168;18.48;5.25;27;2;9
COL SIMON BOLIVAR (IED);BALONMANO;Hombre;12;29.6;142;68.6;135;262;189;17.23;5.4;16;6;11
COL SIMON BOLIVAR (IED);BALONMANO;Hombre;12;47.8;147;75;141;350;151;17.38;5.45;28;3;9.5
COL SIMON BOLIVAR (IED);BALONMANO;Hombre;12;33.7;145;74;140;350;139;18.31;5.39;15;4;10
COL SIMON BOLIVAR (IED);BALONMANO;Hombre;12;40.6;157;79;148;410;140;18.74;5.6;13;4;10
COL SIMON BOLIVAR (IED);BALONMANO;Hombre;12;44.9;154;79;149;333;137;18.4;4.95;10;3;9.5
COL SIMON BOLIVAR (IED);BALONMANO;Hombre;12;35.4;148.5;71;140;298;160;16.81;5.32;19;3;9.5
COL SIMON BOLIVAR (IED);BALONMANO;Hombre;12;54.2;160;80.1;155;360;150;19.92;6.18;14;2;9
COL SIMON BOLIVAR (IED);BALONMANO;Hombre;12;40.9;139;76;130;310;169;20.74;5.32;13;3;9.5
COL SIMON BOLIVAR (IED);BALONMANO;Hombre;12;40.2;155;75;149;350;179;19.11;5.35;18;4;10
COL SIMON BOLIVAR (IED);BALONMANO;Hombre;12;51.2;151;78.6;149;350;157;18.56;5.09;27;5;10.5
COL SIMON BOLIVAR (IED);BALONMANO;Hombre;12;45.4;158;83;151;380;169;17.12;5.6;20;5;10.5
COL SIMON BOLIVAR (IED);BALONMANO;Hombre;12;61.1;153;77;148;319;151;19.35;5.22;14;2;9
COL EDUARDO CARRANZA (IED);BMX FREESTYLE FLATLAN;Hombre;12;58;140;72;133;280;132;20.03;6.04;12;3;9.5
COL INST TEC INDUSTRIAL PILOTO (IED);BMX FREESTYLE FLATLAN;Hombre;12;34.4;145.4;124.7;142.4;290.3;134.5;23.8;5.61;28.8;5;10.5
COL INST TEC INDUSTRIAL PILOTO (IED);BMX FREESTYLE FLATLAN;Hombre;12;34.5;140.8;120.2;147.5;320;177;17.68;4.41;19.3;6;11
COL INST TEC INDUSTRIAL PILOTO (IED);BMX FREESTYLE FLATLAN;Hombre;12;42.1;160.1;125.6;167.3;340;159;17.8;4.5;14.2;3;9.5
COL INST TEC INDUSTRIAL PILOTO (IED);BMX FREESTYLE FLATLAN;Hombre;12;30.3;147.2;123.6;145.9;269;143;21.37;4.83;18.5;6;11
COL RAFAEL URIBE URIBE (IED);BMX FREESTYLE FLATLAN;Hombre;12;30.4;150;74;152;365;140;18.8;7.9;24;0;NA
COL RAFAEL URIBE URIBE (IED);BMX FREESTYLE FLATLAN;Hombre;12;35;165;70;169;363;124;23.1;5.2;23;0;NA
COL RAFAEL URIBE URIBE (IED);BMX FREESTYLE FLATLAN;Hombre;12;32;152;69;155;380;135;24.1;5.74;21;0;NA
"COL PALERMO \""IEDIP\"" (IED)";BOXEO;Hombre;12;37.9;149;74;155;290;142;23;6.51;32;3;9.5
"COL PALERMO \""IEDIP\"" (IED)";BOXEO;Hombre;12;35.4;145;74;146;260;175;21;5.5;5;5;10.5
"COL PALERMO \""IEDIP\"" (IED)";BOXEO;Mujer;12;49.3;157;81;159;330;130;24;6.63;30;4;10
"COL PALERMO \""IEDIP\"" (IED)";BOXEO;Hombre;12;29.3;142;71;153;270;160;26;6.96;21;7;11.5
"COL PALERMO \""IEDIP\"" (IED)";BOXEO;Hombre;12;42.8;152;74;157;340;151;18;5.4;17;8;12
"COL PALERMO \""IEDIP\"" (IED)";BOXEO;Hombre;12;41.6;153;76;158;410;157;20;5.8;21;4;10
COL CARLOS ALBAN HOLGUIN (IED);CAPOEIRA;Mujer;12;40;148;73.1;150;235;121;23.14;5.44;15;2;9
COL CARLOS ALBAN HOLGUIN (IED);CAPOEIRA;Hombre;12;39.9;147;72;141;270;139;20.48;5.31;24.5;5;10.5
COL CARLOS ALBAN HOLGUIN (IED);CAPOEIRA;Hombre;12;32.1;141;71.5;138;250;165;21.53;5.01;22;5;10.5
COL CARLOS ALBAN HOLGUIN (IED);CAPOEIRA;Mujer;12;34.6;150;75;142;210;109;26.2;5.45;10.5;3;9.5
COL JOSE MARIA CARBONELL (IED);CAPOEIRA;Mujer;12;43.5;143;75;150.5;310;96;23.1;6.56;24;3;9.5
COL JOSE MARIA CARBONELL (IED);CAPOEIRA;Hombre;12;53.5;164;82;165;420;145;20.21;4.7;21.5;7;11.5
COL JOSE MARTI (IED);CAPOEIRA;Hombre;12;46.9;148;73;153;280;100;20.53;7.16;18;1;8.5
COL JOSE MARTI (IED);CAPOEIRA;Mujer;12;38.1;150;76.8;153.4;240;114;20.25;5.88;30;2;9
COL JOSE MARTI (IED);CAPOEIRA;Mujer;12;35.3;142.5;73.5;143.3;250;125;19.3;5.88;20;4;10
COL JOSE MARTI (IED);CAPOEIRA;Mujer;12;30.1;137.5;69.5;136;240;117;20.53;6.21;14;2;9
COL JOSE MARTI (IED);CAPOEIRA;Mujer;12;32.7;145;64;140;250;190;21.6;6.63;26;6;11
COL JOSE MARTI (IED);CAPOEIRA;Hombre;12;44.1;139;71;141.3;230;120;20.94;5.87;17;1;8.5
COL JOSE MARTI (IED);CAPOEIRA;Hombre;12;31.6;144;70;147.3;260;160;19.56;6.38;16;5;10.5
COL JOSE MARTI (IED);CAPOEIRA;Mujer;12;44.9;154;80;154.4;290;159;19.91;6.25;17;4;10
COL JOSE MARTI (IED);CAPOEIRA;Mujer;12;35;140;68;138;260;155;26;5;14;3;9.5
COL JOSE MARTI (IED);CAPOEIRA;Mujer;12;30;140;61;139;180;156;29;5.8;24;5;10.5
COL JOSE MARTI (IED);CAPOEIRA;Hombre;12;45;150;67;148;230;170;26;5.8;14;3;9.5
COL JOSE MARTI (IED);CAPOEIRA;Mujer;12;43;153;67;150;260;195;31;6.5;15;3;9.5
COL JOSE MARTI (IED);CAPOEIRA;Mujer;12;43;148;64;148;220;150;28;6.2;18;3;9.5
COL LUIS ANGEL ARANGO (IED);CAPOEIRA;Mujer;12;47.1;146;77;152;450;105;22.7;4.6;36;NA;NA
COL LUIS ANGEL ARANGO (IED);CAPOEIRA;Hombre;12;33.2;153;76;153;300;164;24;4.4;21;11;13.5
COL LUIS ANGEL ARANGO (IED);CAPOEIRA;Mujer;12;46.6;153;75;161;470;144;22.2;4.9;28;6;11
COL LUIS ANGEL ARANGO (IED);CAPOEIRA;Hombre;12;50.7;158;79;169;360;140;22;6;14;4;10
COL SIMON BOLIVAR (IED);CAPOEIRA;Hombre;12;44.1;145;73.4;147;326;144;23.92;4.36;21;4;10
COL ALEXANDER FLEMING (IED);ESCALADA;Hombre;12;44.4;157;81;156.5;440;186;17.8;4.72;22;4;10
COL ALEXANDER FLEMING (IED);ESCALADA;Hombre;12;47.3;150.5;77;156;340;145;20.3;5.01;23;3;9.5
COL ALEXANDER FLEMING (IED);ESCALADA;Mujer;12;59.6;154.5;81;165;320;125;30;6.3;20;2;9
COL ALEXANDER FLEMING (IED);ESCALADA;Hombre;12;36.6;141.7;71;150;310;200;18.08;5;37;4;10
COL ALEXANDER FLEMING (IED);ESCALADA;Hombre;12;49.8;151.4;76.3;158;370;157;20.05;4.89;24;3;9.5
COL ALEXANDER FLEMING (IED);ESCALADA;Hombre;12;45.9;152.5;76.8;161;390;150;19.91;4.94;28;3;9.5
COL ALEXANDER FLEMING (IED);ESCALADA;Hombre;12;48.1;151.8;77.5;155.5;340;131;24.16;7.14;21;3;9.5
COL ALEXANDER FLEMING (IED);ESCALADA;Hombre;12;42.3;136.2;71.1;137;336;132;21.93;5.42;19.3;3;9.5
COL ALEXANDER FLEMING (IED);ESCALADA;Hombre;12;33;138.1;72.3;139.5;280;158;29.95;5.88;22;5;10.5
COL ALEXANDER FLEMING (IED);ESCALADA;Hombre;12;36.3;151.5;72.8;157;305;147;19.84;5.2;22;6;11
COL ALEXANDER FLEMING (IED);ESCALADA;Mujer;12;39.2;151;74.5;148.5;290;127;24.46;5.94;9.2;5;10.5
COL ALEXANDER FLEMING (IED);ESCALADA;Hombre;12;30.4;133;68;130.8;310;144;24.66;5.93;25;2;9
COL ALEXANDER FLEMING (IED);ESCALADA;Mujer;12;47.9;155.8;78;161.2;380;156;21.26;6.09;19.5;4;10
COL ALEXANDER FLEMING (IED);ESCALADA;Hombre;12;31.1;142.5;64.5;139.2;225;172;22.19;5.09;20;9;12.5
COL ALEXANDER FLEMING (IED);ESCALADA;Hombre;12;34.4;145.5;69.9;140.2;240;137;24.9;6.8;21;3;9.5
COL ALEXANDER FLEMING (IED);ESCALADA;Hombre;12;44.6;159.7;66.5;153.8;342;151;25.94;7.34;10.8;5;10.5
COL CARLOS ARANGO (IED);ESCALADA;Mujer;12;40.7;141;72;150;300;115;24.07;5.95;16;2;9
COL CARLOS ARANGO (IED);ESCALADA;Mujer;12;41.1;152;80;148;350;108;23.25;5.94;23;2;9
COL CARLOS ARANGO (IED);ESCALADA;Hombre;12;37.9;147;72;152;230;150;22.05;4.99;13.5;3;9.5
COL CARLOS ARANGO (IED);ESCALADA;Hombre;12;43.7;147.5;80.8;147;310;147;38.87;5.87;21;3;9.5
COL CARLOS ARANGO (IED);ESCALADA;Mujer;12;45.2;154.9;82.8;151;300;108;26.02;5.53;20;2;9
COL CARLOS ARANGO (IED);ESCALADA;Hombre;12;43.4;141.1;71.1;143.5;240;153;37.06;5.34;8;4;10
COL DE CULTURA POPULAR (IED);ESCALADA;Mujer;12;54.2;149;80;152;380;104;23.39;8.5;15;2;9
COL DE CULTURA POPULAR (IED);ESCALADA;Hombre;12;35.4;141;68;141;270;120;20.05;6.23;6;7;11.5
COL DE CULTURA POPULAR (IED);ESCALADA;Mujer;12;39.2;148;72;152;270;111;24.27;9.04;9;3;9.5
COL MANUELA BELTRAN (IED);ESCALADA;Mujer;12;42.9;162;85;164;380;166;21;5.3;26;4;10
COL MANUELA BELTRAN (IED);ESCALADA;Hombre;12;50.4;150;78;153;320;142;17;5.5;26;2;9
COL MANUELA BELTRAN (IED);ESCALADA;Mujer;12;35.5;139;70;136;320;156;19;6.06;24;6;11
COL RICAURTE (CONCEJO) (IED);ESCALADA;Mujer;12;36;145;74;154.4;270;108;16.92;6.2;27;5;10.5
COL RICAURTE (CONCEJO) (IED);ESCALADA;Mujer;12;40.9;150;78;158.5;280;95;18.4;5;14;1;8.5
COL RICAURTE (CONCEJO) (IED);ESCALADA;Mujer;12;42.4;154;81;152;340;149;23.42;5.42;28.5;6;11
COL RICAURTE (CONCEJO) (IED);ESCALADA;Mujer;12;33.6;152.5;75;151;340;149;18.81;5.84;18;3;9.5
COL RICAURTE (CONCEJO) (IED);ESCALADA;Mujer;12;39.2;149;76;151;325;127;17.78;5.42;25.5;3;9.5
COL RICAURTE (CONCEJO) (IED);ESCALADA;Mujer;12;59;152.5;83;158;315;148;19.81;6.36;34;3;9.5
COL RICAURTE (CONCEJO) (IED);ESCALADA;Mujer;12;50.4;147.6;80;151;285;139;20.52;6.43;25;2;9
COL RICAURTE (CONCEJO) (IED);ESCALADA;Mujer;12;40.2;155.5;80;160;320;131;18.93;5.82;27;4;10
COL RICAURTE (CONCEJO) (IED);ESCALADA;Mujer;12;44;153;75;164;365;143;19.03;5.81;31;4;10
COL RICAURTE (CONCEJO) (IED);ESCALADA;Mujer;12;42.5;141.5;77;141;390;136;18.79;5.64;35;5;10.5
COL ANTONIO NARI√ëO (IED);ESGRIMA;Mujer;12;43.8;148;73;148;240;120;22.02;5.52;24;4;10
COL ANTONIO NARI√ëO (IED);ESGRIMA;Hombre;12;28.8;138;70;142;240;110;22.13;7.85;28;4;10
